Cluster,Career,Skill
AI & Machine Learning,Enterprise AI Tester,"TensorFlow, Neural Networks, Artificial Intelligence (AI) and Machine Learning, Active Listening, AI Model Fine-Tuning, Large-Scale System Management, Regression Testing, PyTorch, Interpersonal Skills, Python, Machine Learning"
AI & Machine Learning,Freelance AI Administrator,"Access Control Management, Configuration Management, Contract Negotiation, Time Series Analysis, Artificial Intelligence (AI) and Machine Learning, Statistical Analysis, Machine Learning, Time Management, Python, Client Communication, AI Ethics"
AI & Machine Learning,Freelance AI Analyst,"Generative AI (LLMs), Statistical Analysis, Artificial Intelligence (AI) and Machine Learning, AI Safety & Alignment, Self-Management, Emotional Intelligence, Data-Driven Decision Making, AI Ethics, Machine Learning, Contract Negotiation, TensorFlow, Python"
AI & Machine Learning,Freelance AI Architect,"Machine Learning, Python, Attention to Detail, Design Patterns, AI Ethics, Artificial Intelligence (AI) and Machine Learning, Presentation Skills, Self-Management, Client Communication, Research on Artificial Intelligence"
AI & Machine Learning,Freelance AI Auditor,"Generative AI (LLMs), Feature Engineering, Contract Negotiation, PyTorch, Python, Artificial Intelligence (AI) and Machine Learning, Audit Reporting, Risk Assessment, Machine Learning, Communication"
AI & Machine Learning,Freelance AI Consultant,"Interpersonal Skills, Generative AI (LLMs), Client Engagement, Contract Negotiation, Python, Self-Management, Deep Learning, Machine Learning, Artificial Intelligence (AI) and Machine Learning, Initiative, Solution Advisory"
AI & Machine Learning,Freelance AI Coordinator,"Contract Negotiation, Model Deployment (MLOps), Time Series Analysis, Client Communication, Machine Learning, Research on Artificial Intelligence, AI Safety & Alignment, Statistical Analysis, Python, Collaboration, Artificial Intelligence (AI) and Machine Learning, Cross-Team Communication"
AI & Machine Learning,Freelance AI Developer,"Research on Artificial Intelligence, Artificial Intelligence (AI) and Machine Learning, Python, Self-Management, Code Documentation, AI Ethics, Adaptability, Contract Negotiation, AutoML, Machine Learning"
AI & Machine Learning,Freelance AI Director,"Decision Making, AI Model Fine-Tuning, Artificial Intelligence (AI) and Machine Learning, Machine Learning, Executive Leadership, Neural Networks, Budget Management, Python, TensorFlow, Interpersonal Skills, Knowledge Graphs, Self-Management, Recommendation Systems"
AI & Machine Learning,Freelance AI Engineer,"Machine Learning, Client Communication, Python, System Architecture, Artificial Intelligence (AI) and Machine Learning, Natural Language Processing, Knowledge Graphs, Feature Engineering, Computer Vision, Generative AI (LLMs), Technical Documentation, Contract Negotiation, Initiative"
AI & Machine Learning,Freelance AI Evangelist,"PyTorch, Technical Evangelism, Python, Research on Artificial Intelligence, Presentation Skills, Neural Networks, Machine Learning, Client Communication, Artificial Intelligence (AI) and Machine Learning, Creative Thinking, Community Engagement"
AI & Machine Learning,Freelance AI Expert,"Feature Engineering, AI Ethics, Subject Matter Expertise, Python, PyTorch, Artificial Intelligence (AI) and Machine Learning, Creative Thinking, Contract Negotiation, Self-Management, Attention to Detail, Machine Learning"
AI & Machine Learning,Freelance AI Lead,"Feature Engineering, Machine Learning, Critical Thinking, Sprint Leadership, Statistical Analysis, Contract Negotiation, Artificial Intelligence (AI) and Machine Learning, Self-Management, Python, Recommendation Systems, Generative AI (LLMs), AI Model Fine-Tuning"
AI & Machine Learning,Freelance AI Manager,"Artificial Intelligence (AI) and Machine Learning, Machine Learning, Stakeholder Reporting, AutoML, Reinforcement Learning, Contract Negotiation, Python, Interpersonal Skills, Client Communication"
AI & Machine Learning,Freelance AI Practitioner,"Natural Language Processing, Machine Learning, Contract Negotiation, Time Series Analysis, Model Deployment (MLOps), Research on Artificial Intelligence, Python, Artificial Intelligence (AI) and Machine Learning, Prompt Engineering, Self-Management, Hands-On Implementation, Collaboration"
AI & Machine Learning,Freelance AI Researcher,"Artificial Intelligence (AI) and Machine Learning, Python, Collaboration, Research on Emerging Technologies, Natural Language Processing, Deep Learning, Machine Learning, Client Communication"
AI & Machine Learning,Freelance AI Scientist,"Active Listening, Machine Learning, Client Communication, Self-Management, Time Series Analysis, Knowledge Graphs, Critical Thinking, Artificial Intelligence (AI) and Machine Learning, Experimentation & Hypothesis Testing, Python, AI Ethics, AI Safety & Alignment, Neural Networks"
AI & Machine Learning,Freelance AI Specialist,"Artificial Intelligence (AI) and Machine Learning, Model Deployment (MLOps), Contract Negotiation, Time Management, Machine Learning, Research on Artificial Intelligence, Best Practices Implementation, Interpersonal Skills, Domain Expertise Application, Reinforcement Learning, Python"
AI & Machine Learning,Freelance AI Strategist,"Prompt Engineering, Artificial Intelligence (AI) and Machine Learning, Machine Learning, Interpersonal Skills, Recommendation Systems, Knowledge Graphs, Contract Negotiation, AI Safety & Alignment, Business Alignment, Generative AI (LLMs), Python, Client Communication"
AI & Machine Learning,Freelance AI Technician,"Client Communication, Artificial Intelligence (AI) and Machine Learning, Troubleshooting, Hardware Maintenance, Machine Learning, Communication, Deep Learning, AI Safety & Alignment, Computer Vision, Python"
AI & Machine Learning,Freelance AI Tester,"AI Safety & Alignment, Presentation Skills, Feature Engineering, Adaptability, Artificial Intelligence (AI) and Machine Learning, Python, Self-Management, Reinforcement Learning, Machine Learning, Bug Reporting, Regression Testing"
AI & Machine Learning,Global AI Administrator,"Emotional Intelligence, Python, Configuration Management, System Administration, Artificial Intelligence (AI) and Machine Learning, Global Standards Compliance, AI Ethics, Knowledge Graphs, Machine Learning"
AI & Machine Learning,Global AI Analyst,"Neural Networks, Data-Driven Decision Making, Machine Learning, Research on Artificial Intelligence, Global Standards Compliance, PyTorch, Python, Reporting & Documentation, Artificial Intelligence (AI) and Machine Learning, Adaptability, Initiative, TensorFlow"
AI & Machine Learning,Global AI Architect,"AI Model Fine-Tuning, Global Standards Compliance, Machine Learning, PyTorch, AI Safety & Alignment, AI Ethics, Artificial Intelligence (AI) and Machine Learning, Solution Architecture, Initiative, Python, TensorFlow"
AI & Machine Learning,Global AI Auditor,"AutoML, Python, Risk Assessment, Collaboration, Machine Learning, AI Model Fine-Tuning, Natural Language Processing, Artificial Intelligence (AI) and Machine Learning, Multi-Timezone Coordination, Generative AI (LLMs), Deep Learning"
AI & Machine Learning,Global AI Consultant,"Deep Learning, Global Standards Compliance, Machine Learning, Business Requirement Analysis, Multi-Timezone Coordination, Artificial Intelligence (AI) and Machine Learning, Interpersonal Skills, Emotional Intelligence, Natural Language Processing, Python"
AI & Machine Learning,Global AI Coordinator,"Statistical Analysis, Artificial Intelligence (AI) and Machine Learning, Time Management, Cross-Team Communication, Prompt Engineering, Project Coordination, Multi-Timezone Coordination, Reinforcement Learning, Python, Machine Learning, Cross-Cultural Collaboration, AutoML"
AI & Machine Learning,Global AI Developer,"Generative AI (LLMs), Cross-Cultural Collaboration, Recommendation Systems, Python, Adaptability, Debugging & Troubleshooting, Artificial Intelligence (AI) and Machine Learning, Neural Networks, Machine Learning, Multi-Timezone Coordination"
AI & Machine Learning,Global AI Director,"Presentation Skills, Artificial Intelligence (AI) and Machine Learning, Cross-Cultural Collaboration, Multi-Timezone Coordination, Statistical Analysis, Machine Learning, Prompt Engineering, AI Safety & Alignment, Executive Leadership, Organizational Strategy, Time Series Analysis, AutoML, Python"
AI & Machine Learning,Global AI Engineer,"Presentation Skills, Multi-Timezone Coordination, Natural Language Processing, Conflict Resolution, Cross-Cultural Collaboration, Python, Neural Networks, Machine Learning, Artificial Intelligence (AI) and Machine Learning, Code Review, Deep Learning, AutoML"
AI & Machine Learning,Global AI Evangelist,"Multi-Timezone Coordination, Technical Evangelism, Machine Learning, Natural Language Processing, Communication, TensorFlow, Artificial Intelligence (AI) and Machine Learning, Presentation Skills, Cross-Cultural Collaboration, Prompt Engineering, Python, AutoML, Public Speaking & Presentations"
AI & Machine Learning,Global AI Expert,"Decision Making, Artificial Intelligence (AI) and Machine Learning, Machine Learning, Cross-Cultural Collaboration, Subject Matter Expertise, Communication, Python, AutoML, Feature Engineering"
AI & Machine Learning,Global AI Lead,"Team Leadership, Python, Artificial Intelligence (AI) and Machine Learning, Generative AI (LLMs), TensorFlow, Adaptability, Computer Vision, Machine Learning, Global Standards Compliance, AI Model Fine-Tuning, Mentoring & Coaching"
AI & Machine Learning,Global AI Manager,"Artificial Intelligence (AI) and Machine Learning, Machine Learning, Neural Networks, Python, Problem Solving and Analysis, Natural Language Processing, Resource Planning, Reinforcement Learning, Statistical Analysis, Initiative, Multi-Timezone Coordination, Prompt Engineering"
AI & Machine Learning,Global AI Practitioner,"Natural Language Processing, Python, Cross-Cultural Collaboration, Continuous Learning, Global Standards Compliance, Artificial Intelligence (AI) and Machine Learning, Time Management, AI Ethics, Machine Learning"
AI & Machine Learning,Global AI Researcher,"Cross-Cultural Collaboration, Generative AI (LLMs), Time Series Analysis, Artificial Intelligence (AI) and Machine Learning, Critical Thinking, Literature Review, Python, AI Model Fine-Tuning, Neural Networks, Prompt Engineering, Problem Solving and Analysis, Machine Learning, Prototype Development"
AI & Machine Learning,Global AI Scientist,"PyTorch, Experimentation & Hypothesis Testing, Reinforcement Learning, Artificial Intelligence (AI) and Machine Learning, Conflict Resolution, Machine Learning, Multi-Timezone Coordination, Global Standards Compliance, Python, AutoML"
AI & Machine Learning,Global AI Specialist,"Prompt Engineering, Machine Learning, Artificial Intelligence (AI) and Machine Learning, Multi-Timezone Coordination, Domain Expertise Application, Research on Artificial Intelligence, AI Ethics, Python, Communication, Best Practices Implementation"
AI & Machine Learning,Global AI Strategist,"AI Safety & Alignment, Attention to Detail, Business Alignment, Feature Engineering, Problem Solving and Analysis, Python, Research on Artificial Intelligence, Machine Learning, Artificial Intelligence (AI) and Machine Learning, Global Standards Compliance, TensorFlow, PyTorch"
AI & Machine Learning,Global AI Technician,"Troubleshooting, Machine Learning, Artificial Intelligence (AI) and Machine Learning, Feature Engineering, Deep Learning, Multi-Timezone Coordination, Recommendation Systems, Natural Language Processing, Decision Making, Python"
AI & Machine Learning,Global AI Tester,"Time Series Analysis, Machine Learning, Test Case Design, Deep Learning, Feature Engineering, Python, Cross-Cultural Collaboration, AI Model Fine-Tuning, Artificial Intelligence (AI) and Machine Learning, Adaptability, Multi-Timezone Coordination"
